,Company,Company Description,Date Victimised,Number of Clicks,Status
679,agenziaentrate.gov.it,"L'Agenzia delle Entrate, operativa dal 1° gennaio 2001 Address: via Giorgione n. 106, 00147 Roma Tax code / Vat number: 06363391001",2023-10-14 08:56:00,28453,Published
680,agriobtentions.com,"Founded in 1983, Agri Obtentions, a subsidiary of INRAE, is an independent company specialised in creating and promoting varietal innovations. Agri Obtentions' values are sustainable agriculture and innovation. Agri Obtentions - a few key figures...",2023-10-14 09:19:00,30089,Published
681,jka.co.uk,Jackson Kent Associates started trading in July 1997 and since then have built up a loyal customer base through mainly recommendation. We are a small company that offers personal service and a high level of expertise.,2023-10-14 08:56:00,27590,Published
682,monte cristalina s.a.,Monte Cristalina SA is a holding company headquartered in Sao Paulo.A Monte Cristalina é a controladora da Igarapava Participações S.A.,2023-10-14 10:19:00,26992,Published
683,rgvfirm.com,"Griffith Law Group is committed to the optimal resolution of all disputes in the most profitable, efficient and cost-effective way. When you contact our firm, we will work to develop a winning strategy tailored to your unique circumstances. This may...",2023-10-14 09:30:00,26824,Published
684,stmc.edu.hk,Sha Tin Methodist College,2023-10-14 09:25:00,26845,Published
685,veolus.com,"veolus.com igsasolutions.com.mx dalkia.com.mx all three companies were on the same corporate network ISDOM\administrator:mamarre#20 Veolus is a company made up of a team of professionals and experts who develop, implement and manage comprehensiv...",2023-10-14 08:58:00,25452,Published
686,luxeprint.com.tw,"The philosophy of LUXE PRINTING CO., LTD. is to persistently provide customers with the highest quality products and flawless services to continue to meet the business needs of customers and create a win-win situation. We assist customers in related...",2023-10-14 09:00:00,28013,Published
687,dof.ca.gov,"State of California - Department of Finance is a company that operates in the Government industry. It employs 251-500 people. 76GB stolen data: Databases, confidential data, financial documents, certification, court and sexual proceedings in court...",2023-10-14 10:26:00,26289,Published
688,financierareyes.com.mx,"A financial institution that provides credit to the public in various sectors, and performs financial leasing and financial factoring operations.",2023-10-14 10:04:00,25024,Published
689,sentecgroup.com,"Since 1968, Sentec has been a leader in the automotive, electronics, and semiconductor industries, forging integrated solutions ranging from manufacturing materials to various devices and systems. Beginning with a focus on emissions control systems,...",2023-10-14 09:01:00,28095,Published
690,tdtu.edu.vn,"Ton Duc Thang University ( TDTU ) is a public university, providing undergraduate and postgraduate training and science and technology activities.",2023-10-14 10:10:00,27746,Published
691,rkfoodland.com,"rkfoodland.com Radhakrishna Foodland Pvt. Ltd. Since 1987, we have been at the helm of the Indian catering and retail ecosystem and have developed people, processes and technologies to create a sustainable best-in-class operational model for food s...",2023-10-14 08:52:00,26505,Published
692,amazing-global.com,"Country, Venezuela Amazing Global de Venezuela is a company working in the field of information technology and services. Centro Empresarial Incom / 1-2 y 2-1 piso 1 / oficina Calle 2 Entre Calles, Caracas, 1073, Venezuela",2023-10-14 08:53:00,25988,Published
693,jieh.vn,"Japan International Eye Hospital brings together experienced ophthalmologists from Vietnam and Japan, regularly updating new technologies and treatment methods in ophthalmology through training courses, conferences and seminars. domestic and internat...",2023-10-14 10:29:00,30186,Published
694,k-toko.com,"company name Toko Co., Ltd. founding September 1937 Established January 4, 1950 (date of incorporation) representative Representative Director and President Masashi Higashi capital ¥45,000,000 Business content Design, manufacture and sale...",2023-10-14 09:56:00,30195,Published
695,eds-automotive.de,EDS Automotive GmbH is a dynamically growing family company that offers development services for the automotive industry as well as their suppliers and service contractors. File tree of 70% data leaked: https://www.sendspace.com/file/5ba1l8,2023-10-14 10:07:00,24173,Published
696,oltax.com,"olson lemons llp Busy international tax law firm implementing tax savings plans for Canadian doctors/dentists. Worked remotely with main office being situated in Bangkok, Thailand. The hardest part of the job was the time difference between Asia...",2023-10-14 10:03:00,23487,Published
697,hawanasalalah.com,"http://lockbitfilzhrvt6eya2lvnp7te4iifzmwybendqclgujqbzu3k4gaid.onion/r/1ZNrsbGHX3#BXhphmkiNO2M0T0anblJ/c3K8M1gevxWw9YHECW7SEU= Hawana Salalah is Oman’s largest and fastest growing tourism destination. Freehold homes, hotels, dining, activitie...",2023-10-14 10:21:00,28082,Published
698,rhotelja.com,"http://lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv5vz337lslmhff2uad.onion/r/DXuKJWY0eD#6curZQP7EcDMZNJGbVqwYQFVf+h6/k+KRbHCRgwO6Rw= Located in the heart of New Kingston, Jamaica’s emerging business capital, the R Hotel Kingston seamlessly blends bou...",2023-10-14 10:17:00,27212,Published
699,myersontooth.com,"Founded in 1917, Myerson is a globally recognized dental manufacturing company",2023-10-14 09:02:00,27883,Published
700,handrhealthcare.com,"H&R Healthcare is a dynamic New Jersey based company that provides support surfaces, safe patient handling and bariatric equipment, and NPWT. From our inception in December 1991 to today, we have grown dramatically in the long term, acute, and home c...",2023-10-14 10:29:00,22542,Published
701,sentenia.net,"Sentenia Systems Sentenia Systems is a premier technology solutions provider with over 30 years in the industry. We are well known for our ability to professionally meet the demanding requirements of our customers. Our longstanding relationships, c...",2023-10-14 10:17:00,26672,Published
702,brunoy.fr,"Brunoy is a commune in the southeastern suburbs of Paris, Île-de-France, France. It is located 20.6 km (12.8 mi) from the center of Paris. The tenor Louis Nourrit (1780–1831) died in Brunoy. The city has a church Saint-Medard, richly decorated in...",2023-10-14 09:01:00,32328,Published
703,abilways.com,"Address: 35 Rue du Louvre, 75002 Paris, France Phone: +33 1 44 09 24 24 We have downloaded a ton of finance documents, customer private info, budgets, investment documents, company bank statements, employees info, etc. lmarteau@abilways.com...",2023-10-14 10:17:00,25497,Published
704,colonialgeneral.com,"At Colonial General, our goal is to offer top quality insurance products and solutions to independent agents. We are a family-owned business since 1995, offering generations of knowledge & experience. Our employees take pride in developing trusted r...",2023-10-14 09:06:00,26737,Published
705,amend.com.br,"We've been in love with hair for over 28 years. Much more than beauty, we provide well-being and special moments. Our world is beautiful and full of poetry. Pure art, ready to be admired, inspiring all of us. We find enchantment in a small valuable m...",2023-10-14 10:03:00,23792,Published
706,linkplus.com.hk,"Linkplus Solutions Limited ( Linkplus ) provides network and computer room solution services such as network design, structural cabling, access control system, digital video surveillance system and voice over IP solutions.",2023-10-14 10:29:00,28258,Published
707,zagiel.pl,"zagiel.pl Company group akademos.pl We promote physical activity through pro-health fitness classes, sports training in the hall and the climbing wall at the Akademos Sports Center. We also have a sauna complex that allows you to regenerate and...",2023-10-14 09:48:00,36825,Published
708,itis-technology.com,"ITIS Technology was founded in 2001 with the sole purpose of providing Technology Excellence to small and medium sized businesses. With over a decade of successful engagements, we are industry leaders who provide proven strategic technology solutions...",2023-10-14 10:26:00,24028,Published
709,gulfcoastwindows.com,"Gulf Coast Windows is an award-winning provider & installer of replacement windows, entry doors, patio doors and more serving the Greater Houston Metropolitan",2023-10-14 10:20:00,27543,Published
710,thecondorgroup.com,"Condor Group, the rapidly growing builder with global expertise and local presence combines a 40 year legacy of trust and quality in every project. With more than 350 successfully completed projects across 4 nations-the UAE, India, Qatar, Saudi Arabi...",2023-10-14 08:53:00,26043,Published
711,chahousing.org,"The Chattanooga Housing Authority (CHA), chartered in 1938 pursuant to the Tennessee Housing Authorities Law, is a public non-profit corporation which carries out public housing and urban development programs as its primary activities. CHA is governe...",2023-10-14 10:21:00,28429,Published
712,shmcomputers.screenconnect.com,"At Southampton, we put our passion for helping first. We know we’ve done our job, when you don't notice the IT behind your job. It’s comforting when things just work.",2023-10-14 10:12:00,25384,Published
713,thaiho.com,"Thai Ho Group Initially founded in Kaohsiung Taiwan in 1980, to later expand its operations overseas to Shanghai, China in 1992. Until now, it has established Shanghai Lafancy Cosmetics Co Ltd, Lee Shin Bio-Tech Cosmetics (Shanghai) Co Ltd, with over...",2023-10-14 09:13:00,38293,Published
714,crtl.com,"Crown Retail Services provides strategic retail leasing and tenant representation services throughout major urban cities across the United States and Canada. Based in New York, we ensure client success through our extensive experience in retail real...",2023-10-14 09:32:00,31989,Published
